time,outgoingDataRate
0.1,1816640.0
0.2,6628160.0
0.3,6283840.0
0.4,6283840.0
0.5,7058560.0
0.6,7058560.0
0.7,7144640.0
0.8,7058560.0
0.9,7144640.0
1.0,7058560.0
1.1,7058560.0
1.2,7144640.0
1.3,7058560.0
1.4,7144640.0
1.5,7144640.0
1.6,7833280.0
1.7,7833280.0
1.8,7833280.0
1.9,7919360.0
2.0,7919360.0
2.1,7919360.0
2.2,7919360.0
2.3,7833280.0
2.4,7833280.0
2.5,7919360.0
2.6,7919360.0
2.699699163188,8720313.9143764
2.798788127636,8687142.9608262
2.897877092084,8687142.9608262
2.996966056532,8687142.9608262
3.09605502098,8687142.9608262
3.195432277563,8661941.6715439
3.295212177234,8626988.0290347
3.394452972814,8673852.2698167
3.493693804317,8673849.1300728
3.592832907108,8682749.5485277
3.69197202594,8682748.1436334
3.782746572116,9482834.5198336
3.87363394565,9471062.5527977
3.96481248274,9440818.2832581
4.055587028916,9482834.5198336
4.14647440245,9471062.5527977
4.234552029908,9773196.949594
4.321192029908,9935364.7276085
4.407832029908,9935364.7276085
4.494472029908,9935364.7276085
4.583671646769,9650265.6658423
4.674465901014,9480776.1477638
4.76524044719,9482834.5198336
4.85188044719,9935364.7276085
4.93852044719,9935364.7276085
5.02516044719,9935364.7276085
5.11180044719,9935364.7276085
5.19844044719,9935364.7276085
5.28508044719,9935364.7276085
5.37172044719,9935364.7276085
5.462746834813,9456598.4927924
5.562982284726,8587780.0792747
5.662124867733,8682444.7567522
5.75544499535,9224162.2678963
5.846736359798,9429150.3386426
5.937510905974,9482834.5198336
6.02828545215,9482834.5198336
6.119576816598,9429150.3386426
6.210351362774,9482834.5198336
6.30112590895,9482834.5198336
6.392417273398,9429150.3386426
6.483191819574,9482834.5198336
6.57396636575,9482834.5198336
6.665257730198,9429150.3386426
6.756032276374,9482834.5198336
6.84422273119,9760693.5103801
6.93086273119,9935364.7276085
7.01750273119,9935364.7276085
7.10414273119,9935364.7276085
7.19078273119,9935364.7276085
7.27742273119,9935364.7276085
7.36406273119,9935364.7276085
7.45070273119,9935364.7276085
7.53734273119,9935364.7276085
7.62398273119,9935364.7276085
7.71062273119,9935364.7276085
7.79726273119,9935364.7276085
7.88390273119,9935364.7276085
7.97054273119,9935364.7276085
8.05718273119,9935364.7276085
8.14382273119,9935364.7276085
8.23046273119,9935364.7276085
8.31710273119,9935364.7276085
8.40374273119,9935364.7276085
8.49038273119,9935364.7276085
8.57702273119,9935364.7276085
8.66366273119,9935364.7276085
8.75030273119,9935364.7276085
8.83694273119,9935364.7276085
8.92358273119,9935364.7276085
9.01022273119,9935364.7276085
9.09686273119,9935364.7276085
9.186125653266,9643421.7027659
9.277210950454,9450482.4222433
9.367674745618,9515408.8819673
9.454314745618,9935364.7276085
9.540954745618,9935364.7276085
9.627594745618,9935364.7276085
9.714234745618,9935364.7276085
9.800874745618,9935364.7276085
9.887514745618,9935364.7276085
9.974154745618,9935364.7276085
10.06643154854,9328454.960968
10.16553898,8685524.2570525
10.26463996975,8686088.8288959
10.35839611205,9181265.1297621
10.449170658226,9482834.5198336
10.539945204402,9482834.5198336
10.63123656885,9429150.3386426
10.722011115026,9482834.5198336
10.812785661202,9482834.5198336
10.90407702565,9429150.3386426
10.994851571826,9482834.5198336
11.085626118002,9482834.5198336
11.17691748245,9429150.3386426
11.267692028626,9482834.5198336
11.358466574802,9482834.5198336
11.446657029618,9760693.5103801
11.533297029618,9935364.7276085
11.619937029618,9935364.7276085
11.706577029618,9935364.7276085
11.793217029618,9935364.7276085
11.879857029618,9935364.7276085
11.966497029618,9935364.7276085
12.053137029618,9935364.7276085
12.139777029618,9935364.7276085
12.226417029618,9935364.7276085
12.313057029618,9935364.7276085
12.399697029618,9935364.7276085
12.486337029618,9935364.7276085
12.572977029618,9935364.7276085
12.659617029618,9935364.7276085
12.746257029618,9935364.7276085
12.832897029618,9935364.7276085
12.919537029618,9935364.7276085
13.006177029618,9935364.7276085
13.092817029618,9935364.7276085
13.179457029618,9935364.7276085
13.266097029618,9935364.7276085
13.352737029618,9935364.7276085
13.439377029618,9935364.7276085
13.526017029618,9935364.7276085
13.612657029618,9935364.7276085
13.699297029618,9935364.7276085
13.788870702706,9609966.5261502
13.879774694369,9469331.1509484
13.970063036163,9533899.7582211
14.056703036163,9935364.7276085
14.143343036163,9935364.7276085
14.229983036163,9935364.7276085
14.316623036163,9935364.7276085
14.403263036163,9935364.7276085
14.489903036163,9935364.7276085
14.576543036163,9935364.7276085
14.668910995778,9319248.8346382
14.768014706526,8685850.3430697
14.867112440653,8686374.1899167
14.960784402595,9189516.0745431
15.051558948771,9482834.5198336
15.142850313219,9429150.3386426
15.233624859395,9482834.5198336
15.324399405571,9482834.5198336
15.415690770019,9429150.3386426
15.506465316195,9482834.5198336
15.597239862371,9482834.5198336
15.688531226819,9429150.3386426
15.779305772995,9482834.5198336
15.870080319171,9482834.5198336
15.961371683619,9429150.3386426
16.049045320163,9818230.8152348
16.135685320163,9935364.7276085
16.222325320163,9935364.7276085
16.308965320163,9935364.7276085
16.395605320163,9935364.7276085
16.482245320163,9935364.7276085
16.568885320163,9935364.7276085
16.655525320163,9935364.7276085
16.742165320163,9935364.7276085
16.828805320163,9935364.7276085
16.915445320163,9935364.7276085
17.002085320163,9935364.7276085
17.088725320163,9935364.7276085
17.175365320163,9935364.7276085
17.262005320163,9935364.7276085
17.348645320163,9935364.7276085
17.435285320163,9935364.7276085
17.521925320163,9935364.7276085
17.608565320163,9935364.7276085
17.695205320163,9935364.7276085
17.781845320163,9935364.7276085
17.868485320163,9935364.7276085
17.955125320163,9935364.7276085
18.041765320163,9935364.7276085
18.128405320163,9935364.7276085
18.215045320163,9935364.7276085
18.301685320163,9935364.7276085
18.391413534299,9593415.051093
18.482251160605,9476249.3804084
18.572490178464,9539110.9125879
18.659130178464,9935364.7276085
18.745770178464,9935364.7276085
18.832410178464,9935364.7276085
18.919050178464,9935364.7276085
19.005690178464,9935364.7276085
19.092330178464,9935364.7276085
19.178970178464,9935364.7276085
19.267195997334,9756781.076392
19.366290128474,8686690.0198546
19.465379480444,8687108.9868527
19.56166109008,8940440.4772035
19.652952454528,9429150.3386426
19.743727000704,9482834.5198336
19.83450154688,9482834.5198336
19.925792911328,9429150.3386426
20.016567457504,9482834.5198336
20.10734200368,9482834.5198336
20.198633368128,9429150.3386426
20.289407914304,9482834.5198336
20.38018246048,9482834.5198336
20.471473824928,9429150.3386426
20.562248371104,9482834.5198336
20.651472462464,9647618.5621982
20.738112462464,9935364.7276085
20.824752462464,9935364.7276085
20.911392462464,9935364.7276085
20.998032462464,9935364.7276085
21.084672462464,9935364.7276085
21.171312462464,9935364.7276085
21.257952462464,9935364.7276085
21.344592462464,9935364.7276085
21.431232462464,9935364.7276085
21.517872462464,9935364.7276085
21.604512462464,9935364.7276085
21.691152462464,9935364.7276085
21.777792462464,9935364.7276085
21.864432462464,9935364.7276085
21.951072462464,9935364.7276085
22.037712462464,9935364.7276085
22.124352462464,9935364.7276085
22.210992462464,9935364.7276085
22.297632462464,9935364.7276085
22.384272462464,9935364.7276085
22.470912462464,9935364.7276085
22.557552462464,9935364.7276085
22.644192462464,9935364.7276085
22.730832462464,9935364.7276085
22.817472462464,9935364.7276085
22.904112462464,9935364.7276085
22.992335099967,9757132.9124084
23.083427045184,9449792.7116321
23.17435782167,9466541.8383679
23.261557828863,9871558.8187371
23.348197828863,9935364.7276085
23.434837828863,9935364.7276085
23.521477828863,9935364.7276085
23.608117828863,9935364.7276085
23.694757828863,9935364.7276085
23.781397828863,9935364.7276085
23.870857883966,9622171.5827127
23.96998963132,8683393.7963998
24.069111897477,8684224.3763533
24.164605558751,9014210.8755272
24.255380104927,9482834.5198336
24.346154651103,9482834.5198336
24.437446015551,9429150.3386426
24.528220561727,9482834.5198336
24.618995107903,9482834.5198336
24.710286472351,9429150.3386426
24.801061018527,9482834.5198336
24.891835564703,9482834.5198336
24.983126929151,9429150.3386426
25.073901475327,9482834.5198336
25.164676021503,9482834.5198336
25.253900112863,9647618.5621982
25.340540112863,9935364.7276085
25.427180112863,9935364.7276085
25.513820112863,9935364.7276085
25.600460112863,9935364.7276085
25.687100112863,9935364.7276085
25.773740112863,9935364.7276085
25.860380112863,9935364.7276085
25.947020112863,9935364.7276085
26.033660112863,9935364.7276085
26.120300112863,9935364.7276085
26.206940112863,9935364.7276085
26.293580112863,9935364.7276085
26.380220112863,9935364.7276085
26.466860112863,9935364.7276085
26.553500112863,9935364.7276085
26.640140112863,9935364.7276085
26.726780112863,9935364.7276085
26.813420112863,9935364.7276085
26.900060112863,9935364.7276085
26.986700112863,9935364.7276085
27.073340112863,9935364.7276085
27.159980112863,9935364.7276085
27.246620112863,9935364.7276085
27.333260112863,9935364.7276085
27.419900112863,9935364.7276085
27.506540112863,9935364.7276085
27.595080149407,9722155.4632206
27.686009146924,9466727.0453418
27.77683530892,9477445.4967932
27.863992127192,9876450.4839266
27.950632127192,9935364.7276085
28.037272127192,9935364.7276085
28.123912127192,9935364.7276085
28.210552127192,9935364.7276085
28.297192127192,9935364.7276085
28.383832127192,9935364.7276085
28.473374118356,9613366.7434691
28.572469620672,8686569.8228669
28.671569642118,8686173.7004674
28.76703985708,9016424.654984
28.857814403256,9482834.5198336
28.949105767704,9429150.3386426
29.03988031388,9482834.5198336
29.130654860056,9482834.5198336
29.221946224504,9429150.3386426
29.31272077068,9482834.5198336
29.403495316856,9482834.5198336
29.494786681304,9429150.3386426
29.58556122748,9482834.5198336
29.676335773656,9482834.5198336
29.767627138104,9429150.3386426
29.856334411192,9703826.6427834
29.942974411192,9935364.7276085
30.029614411192,9935364.7276085
30.116254411192,9935364.7276085
30.202894411192,9935364.7276085
30.289534411192,9935364.7276085
30.376174411192,9935364.7276085
30.462814411192,9935364.7276085
30.549454411192,9935364.7276085
30.636094411192,9935364.7276085
30.722734411192,9935364.7276085
30.809374411192,9935364.7276085
30.896014411192,9935364.7276085
30.982654411192,9935364.7276085
31.069294411192,9935364.7276085
31.155934411192,9935364.7276085
31.242574411192,9935364.7276085
31.329214411192,9935364.7276085
31.415854411192,9935364.7276085
31.502494411192,9935364.7276085
31.589134411192,9935364.7276085
31.675774411192,9935364.7276085
31.762414411192,9935364.7276085
31.849054411192,9935364.7276085
31.935694411192,9935364.7276085
32.022334411192,9935364.7276085
32.108974411192,9935364.7276085
32.19766889914,9705225.4307469
32.288495061173,9477445.4929324
32.37958035836,9450482.422347
32.466426425621,9911790.2185832
32.553066425621,9935364.7276085
